id,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
3.932784078221322e+18,14103110,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,daa046bd,df447bcd,08ac11ab,0,0,22703,320,50,2624,0,35,100077,221
1.804177415549878e+19,14103115,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,f4ff80d9,3b06f711,1,0,24320,320,50,2790,3,425,100160,240
4.688636838284474e+18,14103111,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,9f327972,7abbbd5c,1,0,24149,320,50,2771,3,39,-1,23
1.628449614973155e+19,14103118,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8788db63,c7274f6c,1,0,23563,320,50,2701,0,35,-1,51
8.714296645526404e+18,14103113,1005,0,85f751fd,c4e18dd6,50e219e0,08a2b59c,33da2e74,0f2161f8,a99f214a,f1542531,2b127119,1,2,24304,320,50,2788,3,295,-1,240
4.068858708125806e+18,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,863c0ea9,1df52df3,1,0,23137,320,50,2664,0,35,-1,51
1.0256999742271183e+18,14103114,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,79db2c0a,f07e20f8,1,0,22254,320,50,2545,0,431,-1,221
1.298317410791956e+19,14103108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,a0f5f879,1,0,23137,320,50,2664,0,35,-1,51
8.135105643156102e+18,14103117,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e3090c3a,21b5fb3d,1,2,19015,300,250,2162,2,39,100148,33
1.7518984647658918e+19,14103113,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3208febc,76dc4769,1,0,23137,320,50,2664,0,35,100083,51
4.123776265803082e+17,14103119,1005,0,85f751fd,c4e18dd6,50e219e0,de23f149,ae637522,0f2161f8,a99f214a,98015965,0bcabeaf,1,3,24132,320,50,2768,1,175,100190,71
1.6796379027456637e+19,14103110,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,62d5d93e,3bd9e8e7,1,0,23137,320,50,2664,0,35,100083,51
9.104335602261071e+18,14103115,1005,0,85f751fd,c4e18dd6,50e219e0,8ae6d5d0,8ab0d4f4,0f2161f8,a99f214a,5042ed13,2b127119,1,2,24302,300,250,2788,3,295,-1,240
1.5915965068785412e+19,14103107,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,d787e91b,1,0,22676,320,50,2616,0,35,-1,51
4.980272183519977e+18,14103117,1002,0,aeac89e1,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,20cf944c,75a74974,917b0d23,0,0,24289,320,50,2785,2,35,100021,52
1.135883530006011e+19,14103110,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fa039f5a,5ec45883,1,0,20008,320,50,2283,0,163,-1,95
1.6247012989169842e+19,14103118,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c7a2d1bb,9720e864,1,0,19015,300,250,2162,2,39,-1,33
4.681005762214811e+18,14103107,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1f68cf7c,e24c8b65,1,2,19015,300,250,2162,2,39,-1,33
1.2705881912333042e+19,14103115,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,7db121a7,02557c99,6d44e29a,1,0,24085,320,50,2761,2,35,-1,13
1.3961814738397956e+19,14103117,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,2f5545a6,9bc93e37,779d90c2,1,0,24092,320,50,2761,2,35,100148,13
7.785514239930443e+18,14103109,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b83fa2a1,0fadd2fe,1,0,23139,320,50,2664,0,35,-1,51
1.3851201537400267e+19,14103113,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,64cf0060,5ec45883,1,0,24343,320,50,2793,3,41,100075,240
1.8005504266043148e+19,14103116,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,35c84a81,1f0bc64f,1,0,23728,320,50,2717,2,47,-1,23
1.2597171128332937e+19,14103104,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a754d659,ee6778f4,4ea23a13,1,0,16688,320,50,1873,3,39,-1,23
5.06229383418688e+18,14103107,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,4b852020,2891f384,1,0,24132,320,50,2768,1,33,-1,71
1.3679996714689927e+19,14103110,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b7d3ea34,06fbfd42,1,0,23137,320,50,2664,0,35,-1,51
3.2294583067018875e+18,14103112,1005,0,f6cba1bd,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,62cd1b36,0a5a4e3f,1,0,23998,320,50,2748,0,35,-1,79
1.3537528723805356e+19,14103115,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,c8508fe1,aaffed8f,1,2,23737,320,50,2676,0,299,100176,221
1.1069016516767523e+19,14103106,1005,0,2c5c874d,9d54950b,e787de0e,ecad2386,7801e8d9,07d7df22,a99f214a,fcaafa3e,7abbbd5c,1,0,24107,320,50,2764,1,33,-1,71
1.1899136335699976e+18,14103122,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,bebd9a9c,321f8b9d,1,0,20508,320,50,2351,3,163,-1,61
1.3796833099900086e+19,14103108,1002,0,c74e86fb,7bd4e8cc,50e219e0,ecad2386,7801e8d9,07d7df22,108d287f,17398022,fd10e5c6,0,0,15707,320,50,1722,0,35,100083,79
6.867930145749376e+18,14103114,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,5ff539e8,225078da,1,3,23737,320,50,2676,0,299,100176,221
1.8205448999653996e+18,14103121,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,1f8cdb0e,f9cb7751,f3696262,1,0,6559,320,50,571,2,39,-1,32
5.57668197504754e+18,14103114,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,75fbd13d,4c8aeb60,1,0,23137,320,50,2664,0,35,-1,51
2.0228103641085148e+18,14103110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,52683ad3,e1eae715,1,3,21191,320,50,2424,1,167,100192,71
5.29289177027364e+18,14103102,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,35f3eece,575d0d2a,1,0,20633,320,50,2374,3,39,-1,23
6.593699188957372e+18,14103112,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,6fcdf8b1,5096d134,1,0,24297,320,50,2787,3,171,100161,240
2.376949487442616e+18,14103117,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,711ee120,1,0,22254,320,50,2545,0,431,-1,221
3.1718868893555236e+18,14103111,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,d9cdad74,5096d134,1,0,23161,320,50,2667,0,39,-1,221
1.3244576766325932e+19,14103122,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8bd1c3c9,3bd9e8e7,1,0,22261,320,50,2545,0,431,100084,221
5.178967663316085e+18,14103114,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,1378ed11,779d90c2,1,0,23726,320,50,2717,2,47,-1,23
7.63274274483639e+18,14103110,1002,0,38c202aa,fe3e9d9a,50e219e0,ecad2386,7801e8d9,07d7df22,931262f5,bf4e5bd4,98abfd05,0,0,24087,300,50,2761,2,35,100141,13
5.433656015087505e+18,14103119,1005,0,85f751fd,c4e18dd6,50e219e0,89d0a6e1,7801e8d9,0f2161f8,efa26084,1ff60e9c,061f6aca,1,0,24320,320,50,2790,3,425,100160,240
1.1058273199041796e+19,14103118,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,34c7f69d,1f0bc64f,1,0,24092,320,50,2761,2,35,100188,13
1.1200802322055223e+19,14103106,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a263cf9d,bada0eb8,1,0,24095,320,50,2761,2,35,100148,13
1.5021148766829556e+19,14103117,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b65454e8,9e3836ff,1,0,24095,320,50,2761,2,35,100148,13
1.6501939245088928e+17,14103114,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,16b68d2b,12d41e63,1,0,24086,320,50,2761,2,35,100148,13
1.0375709825740882e+19,14103121,1012,0,5a51436e,e2b020ce,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,444a9a0a,bd836548,1,0,20750,320,50,2397,3,425,100002,82
4.1133172221264287e+18,14103107,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,916e243b,779d90c2,1,0,23725,320,50,2716,3,47,-1,23
1.1815727030584674e+19,14103114,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2545200e,258766e2,1,0,24155,320,50,2772,3,39,100173,23
1.346544993980292e+19,14103103,1012,0,7eb59634,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,228c3f10,88fbaa46,1,2,20346,300,250,2331,2,39,-1,23
9.11655119124644e+17,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d4f23c89,dff23b13,1,0,23137,320,50,2664,0,35,-1,51
1.6528584649012593e+19,14103105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,38ff2115,2203a096,1,0,22254,320,50,2545,0,431,-1,221
6.972741809156195e+18,14103108,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6fb8e82a,d787e91b,1,0,17239,320,50,1973,3,39,100148,23
2.7530925999486106e+18,14103108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8b0f19ea,a0f5f879,1,0,23141,320,50,2664,0,35,-1,51
8.709928173453012e+18,14103111,1005,0,85f751fd,c4e18dd6,50e219e0,08a2b59c,33da2e74,0f2161f8,a99f214a,f1542531,2b127119,1,2,24303,320,50,2788,3,295,-1,240
6.202544104263803e+18,14103113,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,088fcf93,5347522c,1,2,24153,320,50,2772,3,39,100128,23
4.977325726818877e+17,14103111,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,c4ac182a,958a56c8,f07e20f8,4,0,24148,320,50,2771,3,39,-1,23
6.8272495980545e+18,14103113,1005,0,85f751fd,c4e18dd6,50e219e0,d2e094d4,2347f47a,cef3e649,441e7f20,1c73bc4d,d787e91b,1,3,24150,300,250,2771,3,39,100131,23
4.612041713464031e+18,14103106,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6fe862cf,b50d2bf4,1,0,24106,320,50,2763,3,35,100188,13
3.4577558258205527e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,45b47e6c,41971090,1,0,23866,320,50,2736,0,33,100171,246
6.496297158570684e+18,14103103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cb47c375,e9b8d8d7,1,0,23141,320,50,2664,0,35,-1,51
1.7056895641032243e+19,14103108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ed8e0f6e,f07e20f8,1,0,22676,320,50,2616,0,35,-1,51
1.2999300242696876e+19,14103104,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,5b9ca4ba,fb1623ee,edead9f4,1,3,23738,320,50,2676,0,299,100176,221
3.3501430907216123e+18,14103111,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,e834ec38,1c6a881d,1,2,24041,320,50,2756,3,299,100112,61
3.97635069916653e+18,14103117,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0fcee644,4ffd3a7e,1,3,23855,320,50,2734,1,175,100189,71
1.2197485834514594e+19,14103106,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,512b0ef0,be6db1d7,1,0,8330,320,50,761,3,175,100079,23
7.679412241001815e+18,14103108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a0282044,8a4875bd,1,0,15708,320,50,1722,0,35,100084,79
3.259606470359158e+18,14103107,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,ecb851b2,1,0,22676,320,50,2616,0,35,-1,51
5.802022408095175e+18,14103105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,347744c0,81b42528,1,0,22257,320,50,2545,0,431,100084,221
1.5210001991315296e+19,14103105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,1f0bc64f,1,0,22104,320,50,2545,0,431,-1,221
1.232053749662402e+19,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4cf55065,2891f384,1,0,23137,320,50,2664,0,35,-1,51
3.773515480470474e+18,14103111,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,008e292f,3bd9e8e7,1,0,22254,320,50,2545,0,431,100084,221
1.501115178186911e+19,14103115,1002,0,85f751fd,c4e18dd6,50e219e0,cf261d5f,7801e8d9,07d7df22,13ab72a4,904b0849,c4a565e1,0,0,24289,320,50,2785,2,35,100021,52
1.2706870450330681e+19,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ec7fe09a,5096d134,1,0,23160,320,50,2667,0,47,-1,221
6.226563167393868e+18,14103115,1005,0,ae350036,f8b89f11,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2fb43308,ad328c4d,1,0,24080,320,50,2760,2,1327,-1,52
1.4452059193401158e+19,14103113,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,d478febf,78e530fc,1f0bc64f,1,0,24152,320,50,2772,3,39,-1,23
8.185477595610301e+18,14103102,1005,0,85f751fd,c4e18dd6,50e219e0,d44c074c,ae637522,cef3e649,a99f214a,dfa83f63,054c8edf,1,3,22920,320,50,2649,0,39,100200,204
5.844057428546953e+18,14103107,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,c4e9b074,36b67a2a,1,0,24132,320,50,2768,1,33,-1,71
6.642996878528636e+18,14103120,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,593becb1,d5db24c3,1,0,22261,320,50,2545,0,431,100084,221
1.3736009975825232e+19,14103111,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,351499fa,2203a096,1,0,22254,320,50,2545,0,431,100084,221
9.965398314017348e+18,14103116,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,56ff906f,6871ac88,1,0,24217,320,50,2780,2,35,100079,23
5.750275580944626e+18,14103105,1005,0,e5260f30,ac22705c,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,388b3b35,8a4875bd,1,0,24000,320,50,2748,0,35,100131,79
3.1168060893077396e+18,14103116,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,557c8132,3520c226,1,2,23160,320,50,2667,0,39,100068,221
6.957263658319801e+18,14103121,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d7a09aa3,36b67a2a,1,0,23855,320,50,2734,1,175,100189,71
1.5900185039371944e+19,14103114,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,16448035,32c54c76,1,2,23221,320,50,2676,0,299,100176,221
1.4262666749330518e+19,14103102,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,a81847d4,1f0bc64f,1,2,23737,320,50,2676,0,299,-1,221
4.6277804357969254e+17,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e2536df9,d4527c28,1,0,22261,320,50,2545,0,431,-1,221
4.2476942065106913e+18,14103107,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,ad49b899,6d9ce560,be74e6fe,4,0,24100,320,50,2763,3,35,100013,13
1.3108305606523711e+19,14103120,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a838ef6f,be74e6fe,1,0,17264,320,50,1872,3,39,-1,23
2.977445672607005e+18,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,71c78775,34739058,1,0,23137,320,50,2664,0,35,100084,51
1.809923516176732e+19,14103111,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,3e9c5dc5,df2a7449,be74e6fe,1,0,24121,320,50,2766,0,35,-1,79
1.7504027975142212e+19,14103119,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d9a91e5a,a0b262c6,1,2,20345,300,250,2331,2,39,-1,23
8.991224632582692e+18,14103113,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4ed3f507,d4897fef,1,0,24092,320,50,2761,2,35,-1,13
1.3899120385671959e+19,14103113,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,96c28250,d4897fef,1,0,19950,320,50,1800,3,167,100075,23
1.4875891829059273e+19,14103107,1005,0,85f751fd,c4e18dd6,50e219e0,921626da,d9b5648e,cef3e649,a99f214a,f6e43ec3,cd63b0bb,1,0,24132,320,50,2768,1,33,100189,71
1.3412951254919576e+19,14103112,1010,1,85f751fd,c4e18dd6,50e219e0,495d447f,7801e8d9,0f2161f8,46ad15f2,0a11ab9e,a8d2c4cf,4,3,16011,320,50,1769,0,673,100228,101
7.394977957279364e+18,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5041a57b,1f0bc64f,1,0,23137,320,50,2664,0,35,-1,51
5.683282388396078e+18,14103106,1005,1,0ed75ebe,7885b01e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1461e059,be6db1d7,1,0,17894,320,50,2039,2,39,100076,32
1.6899351271872952e+19,14103108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e7ce48a7,4ea23a13,1,0,22676,320,50,2616,0,35,-1,51
1.3339893105448594e+18,14103106,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,612eb9b2,be6db1d7,1,0,24094,320,50,2761,2,35,100188,13
6.496786033083568e+18,14103116,1002,0,85f751fd,c4e18dd6,50e219e0,08a53ae7,7801e8d9,07d7df22,9114e9d4,b06df781,ff16d623,0,0,23872,320,50,2737,2,35,100084,90
1.6124768084952132e+19,14103123,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,491be09c,2891f384,1,0,23160,320,50,2667,0,39,-1,221
1.1487802412164045e+19,14103105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7f550f49,9db53c3c,1,0,23139,320,50,2664,0,35,100084,51
5.178394110947768e+18,14103111,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,a0555843,c3bead38,f516847f,1,3,24175,320,50,2777,0,35,-1,79
5.2367062085031066e+17,14103100,1005,0,7aec40a2,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f205b44,d6e0e6ff,1,0,21622,300,250,2482,3,167,-1,23
3.8796600726252815e+18,14103116,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,08f75715,158e4944,1,0,23729,320,50,2717,2,47,-1,23
2.4596268734392504e+18,14103117,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,e19a6165,9e3836ff,1,0,24314,320,50,2789,3,41,100101,240
3.024867070639241e+18,14103106,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,08079bfe,e45c0c27,1,2,23222,320,50,2676,0,299,100176,221
1.5913793786025898e+19,14103112,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5c595f9a,0ff80b9d,1,0,23137,320,50,2664,0,35,100083,51
2.5889062161160776e+18,14103120,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,dd6a9bc8,acb2a666,ad328c4d,1,0,4687,320,50,423,2,39,100148,32
5.172923626524191e+18,14103118,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ff7d5dcb,a3112db6,1,0,17037,320,50,1934,2,39,-1,16
9.779559715794874e+18,14103115,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,54d67a46,18087afc,1,2,23739,320,50,2676,0,299,-1,221
1.1015196658038084e+19,14103112,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,1df1bd27,a6ca1feb,65917667,1,0,24154,300,50,2772,3,39,-1,23
1.4506865014235527e+19,14103115,1005,0,ee8b8550,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,72e7e204,6871ac88,1,0,19771,320,50,2227,0,935,100079,48
1.1390613411965407e+19,14103115,1005,0,17d1b03f,f3845767,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,008bc503,4ea23a13,1,0,23137,320,50,2664,0,35,-1,51
1.2500280971466705e+19,14103109,1005,0,82b03dda,73c4ceaf,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5b8f7873,b7c5bc1f,1,0,8330,320,50,761,3,175,100075,23
9.293826108317841e+18,14103101,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,235d25cf,d787e91b,1,0,8330,320,50,761,3,175,100075,23
4.971550054776496e+18,14103117,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,222d8b07,c144e605,1,0,8330,320,50,761,3,175,100079,23
6.991657773903205e+18,14103111,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,fd235d3a,1,0,23626,320,50,2707,3,937,100156,61
2.533256837314247e+18,14103102,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,08e3f490,cd5b1559,1,2,23161,320,50,2667,0,47,-1,221
6.519559741446868e+18,14103108,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4439375,8bfcd3c6,1,0,17037,320,50,1934,2,39,-1,16
1.2291244738780778e+19,14103110,1002,0,15941585,a562b655,50e219e0,ecad2386,7801e8d9,07d7df22,507f0043,d90671aa,dbaf93a1,0,0,22700,320,50,2624,0,35,100077,221
